Abstract Loop,Loop Length,TM0 - BMT Count,TM0 - BMT Songs,TM0 - FMT Count,TM0 - FMT Songs,TM0 - BFMT Count,TM0 - BFMT Songs,TM0 - BFMF Count,TM0 - BFMF Songs,TM7 - BMT Count,TM7 - BMT Songs,TM7 - FMT Count,TM7 - FMT Songs,TM7 - BFMT Count,TM7 - BFMT Songs,TM7 - BFMF Count,TM7 - BFMF Songs,TM1 - BMT Count,TM1 - BMT Songs,TM1 - FMT Count,TM1 - FMT Songs,TM1 - BFMT Count,TM1 - BFMT Songs,TM1 - BFMF Count,TM1 - BFMF Songs,Total All Songs,Forms,Boundary Forms,# Abstract Licks,Average Licks Length,Min Lick Length,Max Lick Length,Average Reps,Song IDs,Files
0aug_5min_0min_0min_7aug,5,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"['c', 'd', 'l', 's', 'v']",[],1,13.0,13,13,2.6,['887'],"['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.1_0.25.csv']"
0maj_0mct_0maj_7maj_5mct,5,0,0,19,5,0,0,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"['b', 'c', 'd', 'l', 's', 'u', 'v']",[],2,5.0,5,5,1.0,"['236', '421', '469', '507', '518', '813', '894']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.1_0.25.csv']"
4maj_5min_5min_5maj_5maj,5,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"['c', 'p', 'v']","['bl', 'bv']",1,5.0,5,5,1.0,"['1045', '193', '326', '4', '434', '627']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv']"
2min_5maj_7min_5maj_5maj,5,0,0,0,0,0,0,30,12,0,0,0,0,0,0,21,6,0,0,0,0,0,0,21,6,15,"['c', 'd', 'i', 'l', 'o', 'p', 'u', 'v']",[],4,4.0,5,5,1.1,"['1292', '134', '195', '228', '236', '242', '306', '369', '506', '627', '794', '834', '872', '917', '961']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv']"
2maj_5maj_7maj_2min_8maj,5,7,1,0,0,0,0,8,2,7,1,0,0,0,0,11,4,7,1,0,0,0,0,11,4,5,"['b', 'c', 'd', 'i', 'v']",[],14,4.285714285714286,10,11,1.9714285714285713,"['1140', '1155', '1258', '572', '842']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv']"
5maj_9min_8maj_9min_5mct,5,6,1,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"['c', 'd', 'o']",[],5,4.066666666666666,6,12,2.0,"['265', '309']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv']"
4maj_5min_5maj_5maj_5maj,5,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"['b', 'c', 'p', 'v']","['iv', 'lv', 'vc']",1,5.0,5,5,1.0,"['1045', '294', '656', '728', '927']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv']"
07_5maj_27_5maj_77_5maj,6,0,0,0,0,0,0,0,0,10,6,0,0,0,0,11,7,10,6,0,0,0,0,11,7,7,"['c', 'v']","['ub', 'vb']",4,6.0,6,6,1.0,"['1046', '1055', '1102', '1194', '288', '399', '565']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv']"
5maj_7maj_77_10maj_7maj,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,8,4,4,"['b', 'c', 'd', 'v']",[],2,6.0,6,6,1.2,"['1287', '358', '773', '900']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv']"
2min7_7min7_10min7_5sus,4,0,0,0,0,0,0,0,0,25,2,0,0,0,0,26,3,0,0,0,0,0,0,0,0,3,"['c', 'd', 'i', 'l', 'v']",[],2,4.0,4,4,1.0,"['1076', '524', '708']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv']"
0maj_0maj_0maj(9)_0sus4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,1,"['c', 'l', 'u']",[],1,4.0,4,4,1.0,['348'],"['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv']"
5min_10maj_10maj_11maj,4,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,18,2,0,0,0,0,0,0,2,"['c', 'i', 'l', 'v']",[],2,4.0,4,4,1.0,"['242', '886']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv']"
0maj_0maj6_0maj7_0maj6,4,0,0,0,0,0,0,0,0,36,5,35,4,35,4,38,5,37,5,35,4,35,4,38,5,5,"['c', 'd', 'i', 'v']",[],8,4.0,4,4,1.0,"['102', '153', '183', '390', '734']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv']"
3maj_7maj_4min7_10min7,4,0,0,0,0,0,0,0,0,16,2,0,0,26,1,0,0,16,2,0,0,26,1,0,0,2,"['c', 'd', 'i', 'l', 'v']",[],6,3.3333333333333335,4,8,1.3333333333333333,"['1146', '341']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv']"
2maj_5maj_77_5maj_5maj,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,4,"['b', 'c', 'o', 'p', 'v']","['cl', 'co', 'uv', 'vo', 'vp']",1,5.0,5,5,1.0,"['1203', '250', '278', '707']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv']"
5maj_11min_10min_10maj,4,0,0,55,7,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"['c', 'd', 'i', 'o']",[],2,5.0,4,4,1.25,"['1177', '1218', '1221', '1257', '637', '973', '993']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.1_0.25.csv']"
7maj_9min7_10maj_10maj,4,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,['c'],[],1,4.0,4,4,1.0,['555'],"['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.1_0.25.csv']"
2maj_2min_10maj_10maj,4,24,2,46,8,0,0,18,5,0,0,21,4,0,0,16,6,0,0,17,3,0,0,0,0,15,"['b', 'c', 'd', 'i', 'l', 'o', 'p', 't', 'u']",[],6,5.666666666666667,5,5,1.4166666666666667,"['1171', '1282', '134', '184', '227', '33', '432', '478', '51', '524', '608', '629', '633', '847', '889']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.1_0.25.csv']"
7maj_9min_10maj_10maj,4,0,0,30,4,0,0,9,3,0,0,24,3,0,0,11,4,0,0,24,3,0,0,11,4,6,"['c', 'd', 'v']","['up', 'vb']",6,5.166666666666667,5,5,1.2916666666666667,"['1011', '1012', '1177', '555', '589', '952']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv']"
1maj_11min_10min_2min,4,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,['c'],[],1,4.0,4,4,1.0,"['1112', '319', '729']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeTrue_1.1_0.25.csv']"
0maj_5maj_9min7_10sus,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,2,"['c', 'd', 'o', 't']",[],1,4.0,4,4,1.0,"['469', '524']","['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv']"
0maj_9min7_8maj7_7maj,4,0,0,0,0,0,0,0,0,10,1,0,0,10,1,0,0,10,1,0,0,10,1,0,0,1,['c'],[],4,4.0,4,4,1.0,['390'],"['csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv', 'csv-results/entropyResults/loopsAnalysis/loopsAnalysis_entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv']"
