Abstract Loop,Total Files,|,Total in File,keyMode,triadMode,formMode,beatMode,File
2min7_7min7_10min7_5sus_,24,|,25,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.0_0.25.csv
2min7_7min7_10min7_5sus_,24,|,12,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.6_0.25.csv
2min7_7min7_10min7_5sus_,24,|,12,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.6_0.25.csv
2min7_7min7_10min7_5sus_,24,|,12,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.7_0.25.csv
2min7_7min7_10min7_5sus_,24,|,26,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.2_0.25.csv
2min7_7min7_10min7_5sus_,24,|,26,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.3_0.25.csv
2min7_7min7_10min7_5sus_,24,|,12,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.7_0.25.csv
2min7_7min7_10min7_5sus_,24,|,25,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.3_0.25.csv
2min7_7min7_10min7_5sus_,24,|,26,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.9_0.25.csv
2min7_7min7_10min7_5sus_,24,|,26,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.8_0.25.csv
2min7_7min7_10min7_5sus_,24,|,12,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.5_0.25.csv
2min7_7min7_10min7_5sus_,24,|,25,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.2_0.25.csv
2min7_7min7_10min7_5sus_,24,|,12,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.8_0.25.csv
2min7_7min7_10min7_5sus_,24,|,26,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv
2min7_7min7_10min7_5sus_,24,|,25,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.5_0.25.csv
2min7_7min7_10min7_5sus_,24,|,25,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv
2min7_7min7_10min7_5sus_,24,|,25,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.8_0.25.csv
2min7_7min7_10min7_5sus_,24,|,12,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.8_0.25.csv
2min7_7min7_10min7_5sus_,24,|,25,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.6_0.25.csv
2min7_7min7_10min7_5sus_,24,|,26,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.0_0.25.csv
2min7_7min7_10min7_5sus_,24,|,26,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.4_0.25.csv
77_10maj_7maj_,76,|,90,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.2_0.25.csv
77_10maj_7maj_,76,|,39,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.5_0.25.csv
77_10maj_7maj_,76,|,53,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.7_0.25.csv
77_10maj_7maj_,76,|,35,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.0_0.25.csv
77_10maj_7maj_,76,|,77,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.3_0.25.csv
77_10maj_7maj_,76,|,20,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.6_0.25.csv
77_10maj_7maj_,76,|,86,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.7_0.25.csv
77_10maj_7maj_,76,|,81,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.2_0.25.csv
77_10maj_7maj_,76,|,49,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.6_0.25.csv
77_10maj_7maj_,76,|,77,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.4_0.25.csv
77_10maj_7maj_,76,|,53,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.8_0.25.csv
77_10maj_7maj_,76,|,42,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.5_0.25.csv
77_10maj_7maj_,76,|,35,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.5_0.25.csv
77_10maj_7maj_,76,|,77,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv
77_10maj_7maj_,76,|,35,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.2_0.25.csv
77_10maj_7maj_,76,|,19,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.8_0.25.csv
77_10maj_7maj_,76,|,24,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.5_0.25.csv
77_10maj_7maj_,76,|,83,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.3_0.25.csv
77_10maj_7maj_,76,|,77,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.0_0.25.csv
77_10maj_7maj_,76,|,35,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.8_0.25.csv
77_10maj_7maj_,76,|,19,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.8_0.25.csv
77_10maj_7maj_,76,|,90,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.8_0.25.csv
77_10maj_7maj_,76,|,90,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.2_0.25.csv
77_10maj_7maj_,76,|,35,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.7_0.25.csv
77_10maj_7maj_,76,|,28,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.5_0.25.csv
77_10maj_7maj_,76,|,35,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.5_0.25.csv
77_10maj_7maj_,76,|,90,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.0_0.25.csv
77_10maj_7maj_,76,|,55,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.5_0.25.csv
77_10maj_7maj_,76,|,55,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.5_0.25.csv
77_10maj_7maj_,76,|,35,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.9_0.25.csv
77_10maj_7maj_,76,|,77,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.9_0.25.csv
77_10maj_7maj_,76,|,81,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.0_0.25.csv
77_10maj_7maj_,76,|,83,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.6_0.25.csv
77_10maj_7maj_,76,|,35,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.0_0.25.csv
77_10maj_7maj_,76,|,35,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.3_0.25.csv
77_10maj_7maj_,76,|,35,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.1_0.25.csv
77_10maj_7maj_,76,|,54,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.7_0.25.csv
77_10maj_7maj_,76,|,35,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.7_0.25.csv
77_10maj_7maj_,76,|,20,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.5_0.25.csv
77_10maj_7maj_,76,|,15,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.7_0.25.csv
77_10maj_7maj_,76,|,90,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.1_0.25.csv
77_10maj_7maj_,76,|,77,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.2_0.25.csv
77_10maj_7maj_,76,|,35,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.9_0.25.csv
77_10maj_7maj_,76,|,35,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.1_0.25.csv
77_10maj_7maj_,76,|,81,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.5_0.25.csv
77_10maj_7maj_,76,|,35,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.4_0.25.csv
77_10maj_7maj_,76,|,46,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.6_0.25.csv
77_10maj_7maj_,76,|,83,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.3_0.25.csv
77_10maj_7maj_,76,|,90,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.0_0.25.csv
77_10maj_7maj_,76,|,20,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.6_0.25.csv
77_10maj_7maj_,76,|,15,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.7_0.25.csv
77_10maj_7maj_,76,|,69,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.5_0.25.csv
77_10maj_7maj_,76,|,90,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.1_0.25.csv
77_10maj_7maj_,76,|,20,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.5_0.25.csv
77_10maj_7maj_,76,|,56,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.9_0.25.csv
77_10maj_7maj_,76,|,83,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.9_0.25.csv
77_10maj_7maj_,76,|,35,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_1.4_0.25.csv
77_10maj_7maj_,76,|,72,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.5_0.25.csv
77_10maj_7maj_,76,|,55,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.4_0.25.csv
77_10maj_7maj_,76,|,86,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.6_0.25.csv
77_10maj_7maj_,76,|,35,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.2_0.25.csv
77_10maj_7maj_,76,|,35,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.9_0.25.csv
77_10maj_7maj_,76,|,81,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv
77_10maj_7maj_,76,|,35,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.6_0.25.csv
77_10maj_7maj_,76,|,81,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.3_0.25.csv
77_10maj_7maj_,76,|,77,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.5_0.25.csv
77_10maj_7maj_,76,|,81,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.4_0.25.csv
77_10maj_7maj_,76,|,35,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.9_0.25.csv
77_10maj_7maj_,76,|,35,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.8_0.25.csv
77_10maj_7maj_,76,|,83,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.7_0.25.csv
77_10maj_7maj_,76,|,83,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.8_0.25.csv
77_10maj_7maj_,76,|,35,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.6_0.25.csv
77_10maj_7maj_,76,|,90,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.9_0.25.csv
77_10maj_7maj_,76,|,35,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_1.3_0.25.csv
77_10maj_7maj_,76,|,55,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.4_0.25.csv
77_10maj_7maj_,76,|,56,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.8_0.25.csv
0min7_7aug(b7)_5min9_,7,|,13,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.5_0.25.csv
0min7_7aug(b7)_5min9_,7,|,13,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.6_0.25.csv
0min7_7aug(b7)_5min9_,7,|,13,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.8_0.25.csv
0min7_7aug(b7)_5min9_,7,|,13,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.0_0.25.csv
0min7_7aug(b7)_5min9_,7,|,13,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.7_0.25.csv
0min7_7aug(b7)_5min9_,7,|,12,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv
0min7_7aug(b7)_5min9_,7,|,13,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.9_0.25.csv
2min_5min_10maj_7min_,6,|,26,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.6_0.25.csv
2min_5min_10maj_7min_,6,|,26,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.9_0.25.csv
2min_5min_10maj_7min_,6,|,26,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.8_0.25.csv
2min_5min_10maj_7min_,6,|,26,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.0_0.25.csv
2min_5min_10maj_7min_,6,|,26,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.5_0.25.csv
2min_5min_10maj_7min_,6,|,26,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.7_0.25.csv
5maj_9min_5min_5sus_,5,|,13,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.7_0.25.csv
5maj_9min_5min_5sus_,5,|,13,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.5_0.25.csv
5maj_9min_5min_5sus_,5,|,13,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.9_0.25.csv
5maj_9min_5min_5sus_,5,|,13,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.8_0.25.csv
5maj_9min_5min_5sus_,5,|,13,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.6_0.25.csv
2maj_5maj_7maj_10maj_2sus_5maj_7maj_10maj_,1,|,9,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.5_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_0maj_1maj7_7maj_0maj_10maj_11min7_,10,|,10,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.8_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_0maj_1maj7_7maj_0maj_10maj_11min7_,10,|,10,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.5_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_0maj_1maj7_7maj_0maj_10maj_11min7_,10,|,10,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.8_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_0maj_1maj7_7maj_0maj_10maj_11min7_,10,|,10,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.6_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_0maj_1maj7_7maj_0maj_10maj_11min7_,10,|,10,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.9_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_0maj_1maj7_7maj_0maj_10maj_11min7_,10,|,10,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.7_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_0maj_1maj7_7maj_0maj_10maj_11min7_,10,|,10,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.9_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_0maj_1maj7_7maj_0maj_10maj_11min7_,10,|,10,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.7_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_0maj_1maj7_7maj_0maj_10maj_11min7_,10,|,10,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.6_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_0maj_1maj7_7maj_0maj_10maj_11min7_,10,|,10,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.5_0.25.csv
3maj_10maj_11min_,21,|,16,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.6_0.25.csv
3maj_10maj_11min_,21,|,14,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.5_0.25.csv
3maj_10maj_11min_,21,|,16,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.5_0.25.csv
3maj_10maj_11min_,21,|,14,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.7_0.25.csv
3maj_10maj_11min_,21,|,14,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.6_0.25.csv
3maj_10maj_11min_,21,|,14,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.5_0.25.csv
3maj_10maj_11min_,21,|,14,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.6_0.25.csv
3maj_10maj_11min_,21,|,14,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.6_0.25.csv
3maj_10maj_11min_,21,|,14,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.8_0.25.csv
3maj_10maj_11min_,21,|,14,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.5_0.25.csv
3maj_10maj_11min_,21,|,16,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.5_0.25.csv
3maj_10maj_11min_,21,|,12,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.9_0.25.csv
3maj_10maj_11min_,21,|,14,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.8_0.25.csv
3maj_10maj_11min_,21,|,14,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.8_0.25.csv
3maj_10maj_11min_,21,|,16,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.5_0.25.csv
3maj_10maj_11min_,21,|,16,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.6_0.25.csv
3maj_10maj_11min_,21,|,14,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.7_0.25.csv
3maj_10maj_11min_,21,|,12,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.9_0.25.csv
3maj_10maj_11min_,21,|,12,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.9_0.25.csv
3maj_10maj_11min_,21,|,16,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.6_0.25.csv
3maj_10maj_11min_,21,|,14,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.7_0.25.csv
2maj_2min_8min_,10,|,13,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.6_0.25.csv
2maj_2min_8min_,10,|,13,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.7_0.25.csv
2maj_2min_8min_,10,|,13,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.8_0.25.csv
2maj_2min_8min_,10,|,13,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.8_0.25.csv
2maj_2min_8min_,10,|,13,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.6_0.25.csv
2maj_2min_8min_,10,|,13,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.5_0.25.csv
2maj_2min_8min_,10,|,13,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.7_0.25.csv
2maj_2min_8min_,10,|,13,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.8_0.25.csv
2maj_2min_8min_,10,|,13,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.5_0.25.csv
2maj_2min_8min_,10,|,13,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.7_0.25.csv
5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_10maj_7maj_,14,|,12,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.6_0.25.csv
5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_10maj_7maj_,14,|,17,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv
5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_10maj_7maj_,14,|,17,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.6_0.25.csv
5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_10maj_7maj_,14,|,17,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.5_0.25.csv
5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_10maj_7maj_,14,|,17,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.7_0.25.csv
5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_10maj_7maj_,14,|,12,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.8_0.25.csv
5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_10maj_7maj_,14,|,12,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.5_0.25.csv
5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_5maj_7maj_7maj_10maj_7maj_,14,|,17,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.9_0.25.csv
